satellite_id,name,country_operator,orbit_class,orbit_type,perigee_km,apogee_km,altitude_mean_km,eccentricity,inclination_deg,period_min,launch_mass_kg,launch_date,expected_lifetime_yrs,launch_site,launch_vehicle,norad_number,cospar_number,orbit_shell,launch_year
715,Starlink-1774 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46680.0,2020-073L,Shell-1 (400–600 km),2020
716,Starlink-1775 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46681.0,2020-073M,Shell-1 (400–600 km),2020
717,Starlink-1776 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46682.0,2020-073N,Shell-1 (400–600 km),2020
718,Starlink-1777 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47122.0,2020-088A,Shell-1 (400–600 km),2020
719,Starlink-1778 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46683.0,2020-073P,Shell-1 (400–600 km),2020
720,Starlink-1779 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47123.0,2020-088B,Shell-1 (400–600 km),2020
721,Starlink-1780 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46684.0,2020-073Q,Shell-1 (400–600 km),2020
722,Starlink-1781 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46685.0,2020-073R,Shell-1 (400–600 km),2020
723,Starlink-1783 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46686.0,2020-073S,Shell-1 (400–600 km),2020
724,Starlink-1784 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46687.0,2020-073T,Shell-1 (400–600 km),2020
725,Starlink-1785 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47124.0,2020-088C,Shell-1 (400–600 km),2020
726,Starlink-1786 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46688.0,2020-073U,Shell-1 (400–600 km),2020
727,Starlink-1787 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47125.0,2020-088D,Shell-1 (400–600 km),2020
728,Starlink-1788 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46689.0,2020-073V,Shell-1 (400–600 km),2020
729,Starlink-1789 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46690.0,2020-073W,Shell-1 (400–600 km),2020
730,Starlink-1790 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46691.0,2020-073X,Shell-1 (400–600 km),2020
731,Starlink-1791 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46692.0,2020-073Y,Shell-1 (400–600 km),2020
732,Starlink-1792 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46693.0,2020-073Z,Shell-1 (400–600 km),2020
733,Starlink-1793 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46694.0,2020-073AA,Shell-1 (400–600 km),2020
734,Starlink-1794 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46695.0,2020-073AB,Shell-1 (400–600 km),2020
735,Starlink-1795 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46696.0,2020-073AC,Shell-1 (400–600 km),2020
736,Starlink-1796 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46697.0,2020-073AD,Shell-1 (400–600 km),2020
737,Starlink-1797 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46698.0,2020-073AE,Shell-1 (400–600 km),2020
738,Starlink-1798 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46779.0,2020-074AS,Shell-1 (400–600 km),2020
739,Starlink-1799 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46699.0,2020-073AF,Shell-1 (400–600 km),2020
740,Starlink-1800 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46700.0,2020-073AG,Shell-1 (400–600 km),2020
741,Starlink-1801 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46701.0,2020-073AH,Shell-1 (400–600 km),2020
742,Starlink-1802 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46702.0,2020-073AJ,Shell-1 (400–600 km),2020
743,Starlink-1803 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46703.0,2020-073AK,Shell-1 (400–600 km),2020
744,Starlink-1804 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46704.0,2020-073AL,Shell-1 (400–600 km),2020
745,Starlink-1805 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46705.0,2020-073AM,Shell-1 (400–600 km),2020
746,Starlink-1807 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46706.0,2020-073AN,Shell-1 (400–600 km),2020
747,Starlink-1808 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46707.0,2020-073AP,Shell-1 (400–600 km),2020
748,Starlink-1809 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46708.0,2020-073AQ,Shell-1 (400–600 km),2020
749,Starlink-1810 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46709.0,2020-073AR,Shell-1 (400–600 km),2020
750,Starlink-1811 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46710.0,2020-073AS,Shell-1 (400–600 km),2020
751,Starlink-1812 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47126.0,2020-088E,Shell-1 (400–600 km),2020
752,Starlink-1813 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46711.0,2020-073AT,Shell-1 (400–600 km),2020
753,Starlink-1814 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46712.0,2020-073AU,Shell-1 (400–600 km),2020
754,Starlink-1815 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46713.0,2020-073AV,Shell-1 (400–600 km),2020
755,Starlink-1816 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46714.0,2020-073AW,Shell-1 (400–600 km),2020
756,Starlink-1817 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46715.0,2020-073AX,Shell-1 (400–600 km),2020
757,Starlink-1818 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46716.0,2020-073AY,Shell-1 (400–600 km),2020
758,Starlink-1820 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46717.0,2020-073AZ ,Shell-1 (400–600 km),2020
759,Starlink-1821 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46718.0,2020-073BA,Shell-1 (400–600 km),2020
760,Starlink-1822 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46719.0,2020-073BB,Shell-1 (400–600 km),2020
761,Starlink-1823 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46720.0,2020-073BC,Shell-1 (400–600 km),2020
762,Starlink-1824 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46721.0,2020-073BD,Shell-1 (400–600 km),2020
763,Starlink-1825 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46722.0,2020-073BE,Shell-1 (400–600 km),2020
764,Starlink-1826 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46723.0,2020-073BF,Shell-1 (400–600 km),2020
765,Starlink-1827 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46724.0,2020-073BG,Shell-1 (400–600 km),2020
766,Starlink-1828 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46725.0,2020-073BH,Shell-1 (400–600 km),2020
767,Starlink-1829 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46726.0,2020-073BJ,Shell-1 (400–600 km),2020
768,Starlink-1830 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46727.0,2020-073BK,Shell-1 (400–600 km),2020
769,Starlink-1831 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46728.0,2020-073BL,Shell-1 (400–600 km),2020
770,Starlink-1832 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46780.0,2020-074AT,Shell-1 (400–600 km),2020
771,Starlink-1833 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46759.0,2020-074W,Shell-1 (400–600 km),2020
772,Starlink-1834 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46781.0,2020-074AU,Shell-1 (400–600 km),2020
773,Starlink-1835 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46782.0,2020-074AV,Shell-1 (400–600 km),2020
774,Starlink-1836 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47127.0,2020-088F,Shell-1 (400–600 km),2020
775,Starlink-1837 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47128.0,2020-088G,Shell-1 (400–600 km),2020
776,Starlink-1838 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47129.0,2020-088H,Shell-1 (400–600 km),2020
777,Starlink-1839 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47130.0,2020-088J,Shell-1 (400–600 km),2020
778,Starlink-1840 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47131.0,2020-088K,Shell-1 (400–600 km),2020
779,Starlink-1841 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-18,4.0,Cape Canaveral,Falcon 9,46729.0,2020-073BM,Shell-1 (400–600 km),2020
780,Starlink-1842 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47132.0,2020-088L,Shell-1 (400–600 km),2020
781,Starlink-1843 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47133.0,2020-088M,Shell-1 (400–600 km),2020
782,Starlink-1844 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47134.0,2020-088N,Shell-1 (400–600 km),2020
783,Starlink-1845 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47135.0,2020-088P,Shell-1 (400–600 km),2020
784,Starlink-1846 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47136.0,2020-088Q,Shell-1 (400–600 km),2020
785,Starlink-1847 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46739.0,2020-074A,Shell-1 (400–600 km),2020
786,Starlink-1848 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46740.0,2020-074B,Shell-1 (400–600 km),2020
787,Starlink-1849 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47137.0,2020-088R,Shell-1 (400–600 km),2020
788,Starlink-1850 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47138.0,2020-088S,Shell-1 (400–600 km),2020
789,Starlink-1851 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46783.0,2020-074AW,Shell-1 (400–600 km),2020
790,Starlink-1852 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47139.0,2020-088T,Shell-1 (400–600 km),2020
791,Starlink-1853 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47140.0,2020-088U,Shell-1 (400–600 km),2020
792,Starlink-1854 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47141.0,2020-088V,Shell-1 (400–600 km),2020
793,Starlink-1855 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47142.0,2020-088W,Shell-1 (400–600 km),2020
794,Starlink-1856 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47143.0,2020-088X,Shell-1 (400–600 km),2020
795,Starlink-1857 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47144.0,2020-088Y,Shell-1 (400–600 km),2020
796,Starlink-1858 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47145.0,2020-088Z,Shell-1 (400–600 km),2020
797,Starlink-1859 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47146.0,2020-088AA,Shell-1 (400–600 km),2020
798,Starlink-1860 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47147.0,2020-088AB,Shell-1 (400–600 km),2020
799,Starlink-1861 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47148.0,2020-088AC,Shell-1 (400–600 km),2020
800,Starlink-1862 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47149.0,2020-088AD,Shell-1 (400–600 km),2020
801,Starlink-1863 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47150.0,2020-088AE,Shell-1 (400–600 km),2020
802,Starlink-1864 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47151.0,2020-088AF,Shell-1 (400–600 km),2020
803,Starlink-1865 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46741.0,2020-074C,Shell-1 (400–600 km),2020
804,Starlink-1866 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47152.0,2020-088AG,Shell-1 (400–600 km),2020
805,Starlink-1867 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47153.0,2020-088AH,Shell-1 (400–600 km),2020
806,Starlink-1868 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47154.0,2020-088AJ,Shell-1 (400–600 km),2020
807,Starlink-1869 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47155.0,2020-088AK,Shell-1 (400–600 km),2020
808,Starlink-1870 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47156.0,2020-088AL,Shell-1 (400–600 km),2020
809,Starlink-1871 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47157.0,2020-088AM,Shell-1 (400–600 km),2020
810,Starlink-1872 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46742.0,2020-074D,Shell-1 (400–600 km),2020
811,Starlink-1873 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47158.0,2020-088AN,Shell-1 (400–600 km),2020
812,Starlink-1874 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47159.0,2020-088AP,Shell-1 (400–600 km),2020
813,Starlink-1875 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47160.0,2020-088AQ,Shell-1 (400–600 km),2020
814,Starlink-1876 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47161.0,2020-088AR,Shell-1 (400–600 km),2020
815,Starlink-1877 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47162.0,2020-088AS,Shell-1 (400–600 km),2020
816,Starlink-1878 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47163.0,2020-088AT,Shell-1 (400–600 km),2020
817,Starlink-1879 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47164.0,2020-088AU,Shell-1 (400–600 km),2020
818,Starlink-1880 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47165.0,2020-088AV,Shell-1 (400–600 km),2020
819,Starlink-1881 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47166.0,2020-088AW,Shell-1 (400–600 km),2020
820,Starlink-1882 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46784.0,2020-074AX,Shell-1 (400–600 km),2020
821,Starlink-1883 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46785.0,2020-074AY,Shell-1 (400–600 km),2020
822,Starlink-1884 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47167.0,2020-088AX,Shell-1 (400–600 km),2020
823,Starlink-1885 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47168.0,2020-088AY,Shell-1 (400–600 km),2020
824,Starlink-1886 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47169.0,2020-088AZ,Shell-1 (400–600 km),2020
825,Starlink-1887 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47170.0,2020-088BA,Shell-1 (400–600 km),2020
826,Starlink-1888 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47171.0,2020-088BB,Shell-1 (400–600 km),2020
827,Starlink-1889 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47172.0,2020-088BC,Shell-1 (400–600 km),2020
828,Starlink-1890 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47173.0,2020-088BD,Shell-1 (400–600 km),2020
829,Starlink-1891 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47174.0,2020-088BE,Shell-1 (400–600 km),2020
830,Starlink-1892 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46743.0,2020-074E,Shell-1 (400–600 km),2020
831,Starlink-1893 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46786.0,2020-074AZ,Shell-1 (400–600 km),2020
