satellite_id,name,country_operator,orbit_class,orbit_type,perigee_km,apogee_km,altitude_mean_km,eccentricity,inclination_deg,period_min,launch_mass_kg,launch_date,expected_lifetime_yrs,launch_site,launch_vehicle,norad_number,cospar_number,orbit_shell,launch_year
832,Starlink-1894 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46744.0,2020-074F,Shell-1 (400–600 km),2020
833,Starlink-1895 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47175.0,2020-088BF,Shell-1 (400–600 km),2020
834,Starlink-1896 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46760.0,2020-074X,Shell-1 (400–600 km),2020
835,Starlink-1897 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46761.0,2020-074Y,Shell-1 (400–600 km),2020
836,Starlink-1898 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46745.0,2020-074G,Shell-1 (400–600 km),2020
837,Starlink-1899 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46787.0,2020-074BA,Shell-1 (400–600 km),2020
838,Starlink-1900 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47176.0,2020-088BG,Shell-1 (400–600 km),2020
839,Starlink-1901 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46762.0,2020-074Z,Shell-1 (400–600 km),2020
840,Starlink-1902 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46763.0,2020-074AA,Shell-1 (400–600 km),2020
841,Starlink-1903 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46764.0,2020-074AB,Shell-1 (400–600 km),2020
842,Starlink-1905 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46746.0,2020-074H,Shell-1 (400–600 km),2020
843,Starlink-1906 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46765.0,2020-074AC,Shell-1 (400–600 km),2020
844,Starlink-1907 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47177.0,2020-088BH,Shell-1 (400–600 km),2020
845,Starlink-1908 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46747.0,2020-074J,Shell-1 (400–600 km),2020
846,Starlink-1910 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46748.0,2020-074K,Shell-1 (400–600 km),2020
847,Starlink-1911 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46749.0,2020-074L,Shell-1 (400–600 km),2020
848,Starlink-1912 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47178.0,2020-088BJ,Shell-1 (400–600 km),2020
849,Starlink-1913 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47179.0,2020-088BK,Shell-1 (400–600 km),2020
850,Starlink-1914 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47180.0,2020-088BL,Shell-1 (400–600 km),2020
851,Starlink-1916 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46766.0,2020-074AD,Shell-1 (400–600 km),2020
852,Starlink-1917 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46767.0,2020-074AE,Shell-1 (400–600 km),2020
853,Starlink-1918 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46768.0,2020-074AF,Shell-1 (400–600 km),2020
854,Starlink-1919 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46769.0,2020-074AG,Shell-1 (400–600 km),2020
855,Starlink-1920 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46751.0,2020-074N,Shell-1 (400–600 km),2020
856,Starlink-1921 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46752.0,2020-074P,Shell-1 (400–600 km),2020
857,Starlink-1922 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46753.0,2020-074Q,Shell-1 (400–600 km),2020
858,Starlink-1923 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46754.0,2020-074R,Shell-1 (400–600 km),2020
859,Starlink-1924 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46755.0,2020-074S,Shell-1 (400–600 km),2020
860,Starlink-1925 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46756.0,2020-074T,Shell-1 (400–600 km),2020
861,Starlink-1926 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46757.0,2020-074U,Shell-1 (400–600 km),2020
862,Starlink-1927 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-11-24,4.0,Cape Canaveral,Falcon 9,47181.0,2020-088BM,Shell-1 (400–600 km),2020
863,Starlink-1928 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46758.0,2020-074V,Shell-1 (400–600 km),2020
864,Starlink-1929 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46788.0,2020-074BB,Shell-1 (400–600 km),2020
865,Starlink-1930 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46789.0,2020-074BC,Shell-1 (400–600 km),2020
866,Starlink-1931 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46790.0,2020-074BD,Shell-1 (400–600 km),2020
867,Starlink-1932 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46770.0,2020-074AH,Shell-1 (400–600 km),2020
868,Starlink-1933 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46791.0,2020-074BE,Shell-1 (400–600 km),2020
869,Starlink-1934 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46792.0,2020-074BF,Shell-1 (400–600 km),2020
870,Starlink-1935 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46771.0,2020-074AJ,Shell-1 (400–600 km),2020
871,Starlink-1936 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46772.0,2020-074AK,Shell-1 (400–600 km),2020
872,Starlink-1937 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46773.0,2020-074AL,Shell-1 (400–600 km),2020
873,Starlink-1939 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46774.0,2020-074AM,Shell-1 (400–600 km),2020
874,Starlink-1941 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46793.0,2020-074BG,Shell-1 (400–600 km),2020
875,Starlink-1942 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46794.0,2020-074BH,Shell-1 (400–600 km),2020
876,Starlink-1943 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46795.0,2020-074BJ,Shell-1 (400–600 km),2020
877,Starlink-1944 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46796.0,2020-074BK,Shell-1 (400–600 km),2020
878,Starlink-1945 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46775.0,2020-074AN,Shell-1 (400–600 km),2020
879,Starlink-1946 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46776.0,2020-074AP,Shell-1 (400–600 km),2020
880,Starlink-1947 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46797.0,2020-074BL,Shell-1 (400–600 km),2020
881,Starlink-1948 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46798.0,2020-074BM,Shell-1 (400–600 km),2020
882,Starlink-1949 ,USA,LEO,Non-Polar Inclined,548.0,561.0,554.5,0.0009386959347245,53.0,95.6,260.0,2020-10-24,4.0,Cape Canaveral,Falcon 9,46777.0,2020-074AQ,Shell-1 (400–600 km),2020
883,Starlink-24 ,USA,LEO,Non-Polar Inclined,549.0,551.0,550.0,0.0001445086705202,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44238.0,2019-029D,Shell-1 (400–600 km),2019
884,Starlink-26 ,USA,LEO,Non-Polar Inclined,538.0,541.0,539.5,0.000217092409002,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44240.0,2019-029F,Shell-1 (400–600 km),2019
885,Starlink-36 ,USA,LEO,Non-Polar Inclined,548.0,551.0,549.5,0.0002167786689789,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44250.0,2019-029R,Shell-1 (400–600 km),2019
886,Starlink-42 ,USA,LEO,Non-Polar Inclined,548.0,551.0,549.5,0.0002167786689789,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44256.0,2019-029X,Shell-1 (400–600 km),2019
887,Starlink-43 ,USA,LEO,Non-Polar Inclined,478.0,481.0,479.5,0.0002189940871596,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44257.0,2019-029Y,Shell-1 (400–600 km),2019
888,Starlink-48 ,USA,LEO,Non-Polar Inclined,506.0,508.0,507.0,0.0001454122437109,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44289.0,2019-029BG,Shell-1 (400–600 km),2019
889,Starlink-50 ,USA,LEO,Non-Polar Inclined,548.0,552.0,550.0,0.0002890173410404,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44285.0,2019-029BC,Shell-1 (400–600 km),2019
890,Starlink-55 ,USA,LEO,Non-Polar Inclined,548.0,551.0,549.5,0.0002167786689789,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44268.0,2019-029AK,Shell-1 (400–600 km),2019
891,Starlink-57 ,USA,LEO,Non-Polar Inclined,549.0,551.0,550.0,0.0001445086705202,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44269.0,2019-029AL,Shell-1 (400–600 km),2019
892,Starlink-58 ,USA,LEO,Non-Polar Inclined,549.0,552.0,550.5,0.000216747344845,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44270.0,2019-029AM,Shell-1 (400–600 km),2019
893,Starlink-61,USA,LEO,Non-Polar Inclined,530.0,533.0,531.5,0.00021734405564,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44249.0,2019-029Q,Shell-1 (400–600 km),2019
894,Starlink-64 ,USA,LEO,Non-Polar Inclined,546.0,554.0,550.0,0.0005780346820809,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44275.0,2019-029AS,Shell-1 (400–600 km),2019
895,Starlink-66 ,USA,LEO,Non-Polar Inclined,548.0,552.0,550.0,0.0002890173410404,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44255.0,2019-029W,Shell-1 (400–600 km),2019
896,Starlink-68 ,USA,LEO,Non-Polar Inclined,549.0,551.0,550.0,0.0001445086705202,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44279.0,2019-029AW,Shell-1 (400–600 km),2019
897,Starlink-70 ,USA,LEO,Non-Polar Inclined,548.0,552.0,550.0,0.0002890173410404,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44281.0,2019-029AY,Shell-1 (400–600 km),2019
898,Starlink-71 ,USA,LEO,Non-Polar Inclined,548.0,552.0,550.0,0.0002890173410404,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44252.0,2019-029T,Shell-1 (400–600 km),2019
899,Starlink-73 ,USA,LEO,Non-Polar Inclined,548.0,552.0,550.0,0.0002890173410404,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44284.0,2019-029BB,Shell-1 (400–600 km),2019
900,Starlink-75,USA,LEO,Non-Polar Inclined,546.0,551.0,548.5,0.0003613500036135,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44286.0, 2019-029BD,Shell-1 (400–600 km),2019
901,Starlink-76 ,USA,LEO,Non-Polar Inclined,549.0,551.0,550.0,0.0001445086705202,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44287.0,2019-029BE,Shell-1 (400–600 km),2019
902,Starlink-79 ,USA,LEO,Non-Polar Inclined,548.0,552.0,550.0,0.0002890173410404,53.0,95.7,227.0,2019-05-24,,Cape Canaveral,Falcon 9,44288.0,2019-029BF,Shell-1 (400–600 km),2019
